アイドル	作品	P/S	レア度	カード名	入手	実装日
風野灯織	シャニソン	P	星2	黄昏の道標、触れる音色	イベント	2025/05/09
櫻木真乃	シャニソン	P	星2	黄昏の道標、渡り鳥に色を	イベント	2025/05/09
越境イベント	シャニソン	光空回帰線			イベント	2025/05/10
越境イベント	シャニソン	光空回帰線			イベント	2025/05/11
越境イベント	シャニソン	光空回帰線			イベント	2025/05/12
越境イベント	シャニソン	光空回帰線			イベント	2025/05/13
越境イベント	シャニソン	光空回帰線			イベント	2025/05/14
越境イベント	シャニソン	光空回帰線			イベント	2025/05/15
越境イベント	シャニソン	光空回帰線			イベント	2025/05/16
桑山千雪	シャニソン	P	星3	天の川のほとりで君を待つ	30MSコラボ	2025/05/16
大崎甜花	シャニソン	P	星3	花ざかりコールドスリープ	30MSコラボ	2025/05/16
大崎甘奈	シャニソン	P	星3	無重力、まんまるジュースの夏	30MSコラボ	2025/05/16
越境イベント	シャニソン	光空回帰線			イベント	2025/05/17
越境イベント	シャニソン	光空回帰線			イベント	2025/05/18
杜野凛世	シャニソン	P	星3	回り煌めく夢鏡の華	恒常	2025/05/21
樋口円香	シャニソン	S	SSR	未然	恒常	2025/05/21
緋田美琴	シャニソン	S	SSR	咲くまでのトキ	恒常	2025/05/21
郁田はるき	シャニソン	P	星2	曖昧愛情論	恒常	2025/05/21
鈴木羽那	シャニソン	P	星2	空っぽ情景	恒常	2025/05/21
斑鳩ルカ	シャニソン	P	星2	混沌浮遊	恒常	2025/05/21
コメティック	シャニソン	エピソード3			プロデュース	2025/05/21
郁田はるき	シャニソン	エピソード3			プロデュース	2025/05/21
鈴木羽那	シャニソン	エピソード3			プロデュース	2025/05/21
斑鳩ルカ	シャニソン	エピソード3			プロデュース	2025/05/21
田中摩美々	シャニソン	P	星2	precious, びっくり箱を開けて	誕生日	2025/05/24
七草にちか	シャニソン	P	星3	黒と白との間に	限定	2025/05/31
大崎甘奈	シャニソン	P	星3	あなたに綺麗と言われたい	恒常	2025/05/31
郁田はるき	シャニソン	S	SSR	ほどけないで魔法	恒常	2025/05/31
幽谷霧子	シャニソン	S	SSR	箱の音色に包まれて	限定	2025/05/31
越境イベント	シャニソン	しあわせごっこ			イベント	2025/05/31
杜野凛世	シャニソン	S	SSR	めぐる共鳴の拍	シーズン	2025/06/01
有栖川夏葉	シャニソン	P	星3	水平線に咲くブーケ	限定	2025/06/10
田中摩美々	シャニソン	P	星3	嘘を歩くマーメイド	恒常	2025/06/10
園田智代子	シャニソン	S	SSR	幸せひとくち召し上がれ！	恒常	2025/06/10
風野灯織	シャニソン	S	SSR	耀径	恒常	2025/06/10
八宮めぐる	シャニソン	P	星3	スマイルスリンガー	30MSコラボ	2025/06/15
風野灯織	シャニソン	P	星3	特性のない少女	30MSコラボ	2025/06/15
櫻木真乃	シャニソン	P	星3	ふわりエントロピズム	30MSコラボ	2025/06/15
芹沢あさひ	シャニソン	P	星3	ネジマキの探求心	恒常	2025/06/20
三峰結華	シャニソン	S	SSR	にぎやか木漏れ日ライン	恒常	2025/06/20
市川雛菜	シャニソン	S	SSR	B♡♡KMARK	恒常	2025/06/20
白瀬咲耶	シャニソン	P	星2	precious, 心に刻む幸せ	誕生日	2025/06/27
斑鳩ルカ	シャニソン	P	星3	挿し込まれ、血誓	限定	2025/06/30
八宮めぐる	シャニソン	P	星3	禁忌の太陽に憧れて	恒常	2025/06/30
西城樹里	シャニソン	S	SSR	The Heat is On！	恒常	2025/06/30
福丸小糸	シャニソン	S	SSR	うだるような午後のこと	限定	2025/06/30
イルミネーションスターズ	シャニソン	本日配信！イルミネ恋愛学序説			イベント	2025/06/30
八宮めぐる	シャニソン	P	星2	ハジけてキュン！	恒常	2025/06/30
風野灯織	シャニソン	P	星2	励ましてキュン！	イベント	2025/06/30
櫻木真乃	シャニソン	P	星2	ほほえんでキュン！	恒常	2025/06/30
黛冬優子	シャニソン	S	SSR	Parallax NEON	シーズン	2025/07/01
園田智代子	シャニソン	P	星3	押すと少々、弾力がっ	恒常	2025/07/10
月岡恋鐘	シャニソン	P	星3	しゅわっとクリーミィ	恒常	2025/07/10
大崎甘奈	シャニソン	S	SSR	水彩レインボウ	恒常	2025/07/10
田中摩美々	シャニソン	S	SSR	夏氷イロいろ	限定	2025/07/10
緋田美琴	シャニソン	P	星2	青林檎の禁忌	恒常	2025/07/10
七草にちか	シャニソン	P	星2	赤林檎の誘惑	恒常	2025/07/10
シーズ	シャニソン	エピソード3			プロデュース	2025/07/10
緋田美琴	シャニソン	エピソード3			プロデュース	2025/07/10
七草にちか	シャニソン	エピソード3			プロデュース	2025/07/10
市川雛菜	シャニソン	P	星3	退廃に座ってスイーツを	30MSコラボ	2025/07/16
福丸小糸	シャニソン	P	星3	君といればなんだって	30MSコラボ	2025/07/16
樋口円香	シャニソン	P	星3	ファンブル上等	30MSコラボ	2025/07/16
浅倉透	シャニソン	P	星3	天使、愛を強奪す	30MSコラボ	2025/07/16
福丸小糸	シャニソン	P	星3	とんがり牙をのぞかせて	恒常	2025/07/20
有栖川夏葉	シャニソン	S	SSR	残陽サマーバイブス	恒常	2025/07/20
斑鳩ルカ	シャニソン	S	SSR	クロスフェードの高気圧	恒常	2025/07/20
八宮めぐる	シャニソン	P	星2	precious, きみと巡る日々	誕生日	2025/07/22
四条貴音	シャニソン	P	星3	このいとしき旅路、いつまでも	765プロコラボ	2025/07/26
菊地真	シャニソン	P	星3	繋いだビートで駆けて	765プロコラボ	2025/07/26
星井美希	シャニソン	P	星3	星影の編み目、手繰れば	765プロコラボ	2025/07/26
如月千早	シャニソン	P	星3	ディーヴァ共鳴	765プロコラボ	2025/07/26
天海春香	シャニソン	P	星3	遥かに響きつづく、歌	765プロコラボ	2025/07/26
七草にちか	シャニソン	P	星2	precious, ひかりは君の背に	誕生日	2025/07/26
小宮果穂	シャニソン	P	星2	precious, 最強最高の笑顔	誕生日	2025/07/29
鈴木羽那	シャニソン	P	星3	青の香り、ふわり	限定	2025/08/01
緋田美琴	シャニソン	P	星3	名もなき瞬き	限定	2025/08/01
郁田はるき	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
鈴木羽那	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
斑鳩ルカ	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
緋田美琴	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
七草にちか	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
市川雛菜	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
福丸小糸	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
樋口円香	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
浅倉透	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
和泉愛依	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
黛冬優子	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
芹沢あさひ	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
桑山千雪	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
大崎甜花	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
大崎甘奈	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
有栖川夏葉	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
杜野凛世	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
西城樹里	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
園田智代子	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
小宮果穂	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
幽谷霧子	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
三峰結華	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
白瀬咲耶	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
田中摩美々	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
月岡恋鐘	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
八宮めぐる	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
風野灯織	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
櫻木真乃	シャニソン	プロローグ～2話			エピソードゼロ	2025/08/01
越境イベント	シャニソン	THE HOTERAS WATERS			イベント	2025/08/01
郁田はるき	シャニソン	P	星2	寄り道好きな涼風	水着'25	2025/08/01
鈴木羽那	シャニソン	P	星2	波紋は誰のものでもなくて	水着'25	2025/08/01
斑鳩ルカ	シャニソン	P	星2	あの飛沫、目を閉じれば	水着'25	2025/08/01
緋田美琴	シャニソン	P	星2	リタルダント、夕暮れ	イベント	2025/08/01
七草にちか	シャニソン	P	星2	つかまえて、アッチェレランド	水着'25	2025/08/01
市川雛菜	シャニソン	P	星2	ちゃんと息して？	水着'25	2025/08/01
福丸小糸	シャニソン	P	星2	羽織るまごころ	水着'25	2025/08/01
樋口円香	シャニソン	P	星2	青にきえないで	水着'25	2025/08/01
浅倉透	シャニソン	P	星2	とびでろ心臓	水着'25	2025/08/01
和泉愛依	シャニソン	P	星2	ひらひら人情	水着'25	2025/08/01
黛冬優子	シャニソン	P	星2	寓話の報酬	水着'25	2025/08/01
芹沢あさひ	シャニソン	P	星2	わたしと地球の皮膚	水着'25	2025/08/01
桑山千雪	シャニソン	P	星2	デッキチェア・ダーリン	水着'25	2025/08/01
大崎甜花	シャニソン	P	星2	膝こぞうだけが見てる	水着'25	2025/08/01
大崎甘奈	シャニソン	P	星2	熱情はひめやかに	水着'25	2025/08/01
有栖川夏葉	シャニソン	P	星2	釘づけあそばせ	水着'25	2025/08/01
杜野凛世	シャニソン	P	星2	花房のごとく、	水着'25	2025/08/01
西城樹里	シャニソン	P	星2	フローズン、ホライズン	水着'25	2025/08/01
園田智代子	シャニソン	P	星2	無加糖厳禁！	水着'25	2025/08/01
小宮果穂	シャニソン	P	星2	地球をこちょこちょ！	水着'25	2025/08/01
幽谷霧子	シャニソン	P	星2	銀のしずく、こぼれて	水着'25	2025/08/01
三峰結華	シャニソン	P	星2	心のままに自由形	水着'25	2025/08/01
白瀬咲耶	シャニソン	P	星2	ナイトな遊閑	水着'25	2025/08/01
田中摩美々	シャニソン	P	星2	よゆーのリズムチェンジャー	水着'25	2025/08/01
月岡恋鐘	シャニソン	P	星2	プールサイドの罪なヤツ？	水着'25	2025/08/01
八宮めぐる	シャニソン	P	星2	白砂にのこした足跡	水着'25	2025/08/01
風野灯織	シャニソン	P	星2	水平の雲に散乱す	水着'25	2025/08/01
櫻木真乃	シャニソン	P	星2	この湿度を抱きしめる	イベント	2025/08/01
鈴木羽那	シャニソン	S	SSR	青夜に蕾みぬ	限定	2025/08/01
緋田美琴	シャニソン	S	SSR	GLOW	限定	2025/08/01
大崎甜花	シャニソン	S	SSR	めうつりセレクト！	シーズン	2025/08/01
有栖川夏葉	シャニソン	S	SR	あの日、ひらかれたせかい	ショップ	2025/08/01
杜野凛世	シャニソン	S	SR	色つぼむ皎天に	ショップ	2025/08/01
月岡恋鐘	シャニソン	S	SR	こいで笑顔にしちゃるけん！	ショップ	2025/08/01
和泉愛依	シャニソン	P	星2	precious, そうだよハニー	誕生日	2025/08/02
有栖川夏葉	シャニソン	P	星3	風に遊び、運ばれ	限定	2025/08/11
櫻木真乃	シャニソン	P	星3	水辺の華の耀うは	恒常	2025/08/11
有栖川夏葉	シャニソン	P	星2	スクールヤードの足跡は	恒常	2025/08/11
杜野凛世	シャニソン	P	星2	ひらるらり、ブルーロンド	恒常	2025/08/11
西城樹里	シャニソン	P	星2	さきがけスパークランナー！	イベント	2025/08/11
園田智代子	シャニソン	P	星2	あまあまスクールロマン	恒常	2025/08/11
小宮果穂	シャニソン	P	星2	つまさきパッション！	恒常	2025/08/11
有栖川夏葉	シャニソン	S	SSR	Ra GARDEN	限定	2025/08/11
櫻木真乃	シャニソン	S	SSR	ゆらら・ら・サマー	恒常	2025/08/11
有栖川夏葉	シャニソン	P	星2	precious, 君と叶える	誕生日	2025/08/16
樋口円香	シャニソン	P	星3	輪を彩る、夕凪	恒常	2025/08/20
樋口円香	シャニソン	S	SSR	行雲	恒常	2025/08/20
西城樹里	シャニソン	P	星3	薫りくるきみを映して	限定	2025/08/31
白瀬咲耶	シャニソン	P	星3	光る花の香あまやかに	限定	2025/08/31
アンティーカ	シャニソン	We're the Top!			イベント	2025/08/31
幽谷霧子	シャニソン	P	星2	碇を下ろして、灯点し頃	恒常	2025/08/31
三峰結華	シャニソン	P	星2	月影を渡り歩くもの	恒常	2025/08/31
白瀬咲耶	シャニソン	P	星2	頻闇を切り裂くは	恒常	2025/08/31
田中摩美々	シャニソン	P	星2	指先が示す一番星	恒常	2025/08/31
月岡恋鐘	シャニソン	P	星2	荒波をも砕く覇気	イベント	2025/08/31
西城樹里	シャニソン	S	SSR	レディライクに臙脂色	限定	2025/08/31
白瀬咲耶	シャニソン	S	SSR	キミは華やかにあまく	限定	2025/08/31
芹沢あさひ	シャニソン	S	SSR	Shaking:Tildusk	シーズン	2025/08/31
緋田美琴	シャニソン	P	星2	precious, Grats!	誕生日	2025/09/08
黛冬優子	シャニソン	P	星3	くちびるに隠したラズ,ベリー	恒常	2025/09/10
大崎甜花	シャニソン	P	星3	さしのべれば、マジック	限定	2025/09/10
桑山千雪	シャニソン	P	星2	すみれドット.ささやき	恒常	2025/09/10
大崎甜花	シャニソン	P	星2	知らない午後の物語	イベント	2025/09/10
大崎甘奈	シャニソン	P	星2	ちいさなベルで呼び出して	恒常	2025/09/10
黛冬優子	シャニソン	S	SSR	赤ずきんなんかこわくない	恒常	2025/09/10
大崎甜花	シャニソン	S	SSR	Magic♡Snow-White	限定	2025/09/10
浅倉透	シャニソン	P	星3	冷めた熱にぶち当たれ	恒常	2025/09/20
浅倉透	シャニソン	S	SSR	摂氏、十七歳	恒常	2025/09/20
幽谷霧子	シャニソン	P	星2	precious, 今日という日はきみ	誕生日	2025/09/23
和泉愛依	シャニソン	P	星3	ふたりぼっちカーニバル	限定	2025/09/30
園田智代子	シャニソン	P	星3	虜にしてキャンディ	限定	2025/09/30
郁田はるき	シャニソン	3話			エピソードゼロ	2025/09/30
鈴木羽那	シャニソン	3話			エピソードゼロ	2025/09/30
斑鳩ルカ	シャニソン	3話			エピソードゼロ	2025/09/30
緋田美琴	シャニソン	3話			エピソードゼロ	2025/09/30
七草にちか	シャニソン	3話			エピソードゼロ	2025/09/30
市川雛菜	シャニソン	3話			エピソードゼロ	2025/09/30
福丸小糸	シャニソン	3話			エピソードゼロ	2025/09/30
樋口円香	シャニソン	3話			エピソードゼロ	2025/09/30
浅倉透	シャニソン	3話			エピソードゼロ	2025/09/30
和泉愛依	シャニソン	3話			エピソードゼロ	2025/09/30
黛冬優子	シャニソン	3話			エピソードゼロ	2025/09/30
芹沢あさひ	シャニソン	3話			エピソードゼロ	2025/09/30
桑山千雪	シャニソン	3話			エピソードゼロ	2025/09/30
大崎甜花	シャニソン	3話			エピソードゼロ	2025/09/30
大崎甘奈	シャニソン	3話			エピソードゼロ	2025/09/30
有栖川夏葉	シャニソン	3話			エピソードゼロ	2025/09/30
杜野凛世	シャニソン	3話			エピソードゼロ	2025/09/30
西城樹里	シャニソン	3話			エピソードゼロ	2025/09/30
園田智代子	シャニソン	3話			エピソードゼロ	2025/09/30
小宮果穂	シャニソン	3話			エピソードゼロ	2025/09/30
幽谷霧子	シャニソン	3話			エピソードゼロ	2025/09/30
三峰結華	シャニソン	3話			エピソードゼロ	2025/09/30
白瀬咲耶	シャニソン	3話			エピソードゼロ	2025/09/30
田中摩美々	シャニソン	3話			エピソードゼロ	2025/09/30
月岡恋鐘	シャニソン	3話			エピソードゼロ	2025/09/30
八宮めぐる	シャニソン	3話			エピソードゼロ	2025/09/30
風野灯織	シャニソン	3話			エピソードゼロ	2025/09/30
櫻木真乃	シャニソン	3話			エピソードゼロ	2025/09/30
放課後クライマックスガールズ	シャニソン	レトロスタイル・フォトグラフ			イベント	2025/09/30
有栖川夏葉	シャニソン	P	星2	☆も♡も逃がさない！	恒常	2025/09/30
杜野凛世	シャニソン	P	星2	寄すカラフルな想い	恒常	2025/09/30
西城樹里	シャニソン	P	星2	電脳世界を駆け抜けろ	恒常	2025/09/30
園田智代子	シャニソン	P	星2	つまんで輝きのひとカケラ	イベント	2025/09/30
小宮果穂	シャニソン	P	星2	おそうじ、はじめ！	恒常	2025/09/30
和泉愛依	シャニソン	S	SSR	おきてハロミ→ン	限定	2025/09/30
園田智代子	シャニソン	S	SSR	トリートの甘い誘惑	限定	2025/09/30
七草にちか	シャニソン	S	SSR	客人なき夜会	シーズン	2025/09/30
鈴木羽那	シャニソン	P	星2	precious, あなたといれば	誕生日	2025/10/02
市川雛菜	シャニソン	P	星3	こつこつ奏でる♡	限定	2025/10/10
風野灯織	シャニソン	P	星3	ゆめみし星詠み	恒常	2025/10/10
八宮めぐる	シャニソン	P	星2	解き放つ星軌	恒常	2025/10/10
風野灯織	シャニソン	P	星2	重なる星律	恒常	2025/10/10
櫻木真乃	シャニソン	P	星2	あふれる星晶	イベント	2025/10/10
市川雛菜	シャニソン	S	SSR	白いカケラ、アツメテ	限定	2025/10/10
風野灯織	シャニソン	S	SSR	重力はポケットに	恒常	2025/10/10
水瀬伊織	シャニソン	P	星3	手をつないでずっと	765プロコラボ	2025/10/19
水瀬伊織	シャニソン	P	星3	背中越しのありがとう	765プロコラボ	2025/10/19
高槻やよい	シャニソン	P	星3	しあわせの綿雲にのって	765プロコラボ	2025/10/19
高槻やよい	シャニソン	P	星3	リボンに結ぶ、大きな気持ち	765プロコラボ	2025/10/19
杜野凛世	シャニソン	P	星2	precious, 熱のともる小指	誕生日	2025/10/19
三峰結華	シャニソン	P	星3	驟雨に花かおる	恒常	2025/10/21
三峰結華	シャニソン	S	SSR	届けて声のしずく	恒常	2025/10/21
越境イベント	シャニソン	ロストライン・マップ			イベント	2025/10/22
越境イベント	シャニソン	ロストライン・マップ			イベント	2025/10/23
越境イベント	シャニソン	ロストライン・マップ			イベント	2025/10/24
越境イベント	シャニソン	ロストライン・マップ			イベント	2025/10/25
越境イベント	シャニソン	ロストライン・マップ			イベント	2025/10/26
越境イベント	シャニソン	ロストライン・マップ			イベント	2025/10/27
樋口円香	シャニソン	P	星2	precious, またひとつ	誕生日	2025/10/27
越境イベント	シャニソン	ロストライン・マップ			イベント	2025/10/28
越境イベント	シャニソン	ロストライン・マップ			イベント	2025/10/29
越境イベント	シャニソン	ロストライン・マップ			イベント	2025/10/30
越境イベント	シャニソン	ロストライン・マップ			イベント	2025/10/31
芹沢あさひ	シャニソン	P	星3	天と地をひっくり返すもの	限定	2025/11/01
小宮果穂	シャニソン	P	星3	銀河を超えて会いにいく	限定	2025/11/01
郁田はるき	シャニソン	P	星2	Astre, 色のない色で描く	イベント	2025/11/01
鈴木羽那	シャニソン	P	星2	Astre, まなざしはいつだって	イベント	2025/11/01
斑鳩ルカ	シャニソン	P	星2	Astre, ある碎星──	イベント	2025/11/01
緋田美琴	シャニソン	P	星2	Astre, 霧華は歩む先に	イベント	2025/11/01
七草にちか	シャニソン	P	星2	Astre, 羅針盤は問い続ける	イベント	2025/11/01
市川雛菜	シャニソン	P	星2	Astre, 大好きなものを抱えて	イベント	2025/11/01
福丸小糸	シャニソン	P	星2	Astre, 見上げた宙に響く	イベント	2025/11/01
樋口円香	シャニソン	P	星2	Astre, 光、無限に	イベント	2025/11/01
浅倉透	シャニソン	P	星2	Astre, 果てない、光	イベント	2025/11/01
和泉愛依	シャニソン	P	星2	Astre, 新世紀、あたし	イベント	2025/11/01
黛冬優子	シャニソン	P	星2	Astre, オーバー。	イベント	2025/11/01
芹沢あさひ	シャニソン	P	星2	Astre, 少し先で待ってる	イベント	2025/11/01
桑山千雪	シャニソン	P	星2	Astre, 果てを知りたいの	イベント	2025/11/01
大崎甜花	シャニソン	P	星2	Astre, あなたと越えてゆく	イベント	2025/11/01
大崎甘奈	シャニソン	P	星2	Astre, 繋いだら、どこまでも	イベント	2025/11/01
有栖川夏葉	シャニソン	P	星2	Astre, 新世界へ、航行	イベント	2025/11/01
杜野凛世	シャニソン	P	星2	Astre, 閃光のように満ちる	イベント	2025/11/01
西城樹里	シャニソン	P	星2	Astre, 衝動を超えるために	イベント	2025/11/01
園田智代子	シャニソン	P	星2	Astre, 光彩をたたえ進む	イベント	2025/11/01
小宮果穂	シャニソン	P	星2	Astre, 走りだすスペクトル	イベント	2025/11/01
幽谷霧子	シャニソン	P	星2	Astre, 君よ、どこにいても	イベント	2025/11/01
三峰結華	シャニソン	P	星2	Astre, きらめきハンター現る	イベント	2025/11/01
白瀬咲耶	シャニソン	P	星2	Astre, 白地図をキミと	イベント	2025/11/01
田中摩美々	シャニソン	P	星2	Astre, 作戦名：SABORI	イベント	2025/11/01
月岡恋鐘	シャニソン	P	星2	Astre, 新天地へ鐘を鳴らして	イベント	2025/11/01
八宮めぐる	シャニソン	P	星2	Astre, きみは太陽のおへそ	イベント	2025/11/01
風野灯織	シャニソン	P	星2	Astre, 銀河に花束を	イベント	2025/11/01
櫻木真乃	シャニソン	P	星2	Astre, 音のない音で超えて	イベント	2025/11/01
芹沢あさひ	シャニソン	S	SSR	御使いにはならない	限定	2025/11/01
小宮果穂	シャニソン	S	SSR	星間通信簿	限定	2025/11/01
西城樹里	シャニソン	S	SSR	Lingering Ray	シーズン	2025/11/01
鈴木羽那	シャニソン	P	星3	ピュアピュア♡きゅん	PJ: REFRAC7IONS	2025/11/10
七草にちか	シャニソン	P	星3	ユメミル♡キャンディア	PJ: REFRAC7IONS	2025/11/10
黛冬優子	シャニソン	P	星3	ノーウェア♡ガール	PJ: REFRAC7IONS	2025/11/10
大崎甜花	シャニソン	P	星3	ドリーミン♡ラブベア	PJ: REFRAC7IONS	2025/11/10
園田智代子	シャニソン	P	星3	ノンリー♡スウィーツ	PJ: REFRAC7IONS	2025/11/10
I'm a Cutie Finder	シャニソン	キュー！			イベント	2025/11/10
鈴木羽那	シャニソン	S	SSR	#いいねの理由はヒミツ♡	イベント	2025/11/10
福丸小糸	シャニソン	P	星2	precious, こぼれる喜び	誕生日	2025/11/11
大崎甘奈	シャニソン	P	星3	夜を貫く光条となれ	限定	2025/11/20
郁田はるき	シャニソン	4話			エピソードゼロ	2025/11/20
鈴木羽那	シャニソン	4話			エピソードゼロ	2025/11/20
斑鳩ルカ	シャニソン	4話			エピソードゼロ	2025/11/20
緋田美琴	シャニソン	4話			エピソードゼロ	2025/11/20
七草にちか	シャニソン	4話			エピソードゼロ	2025/11/20
市川雛菜	シャニソン	4話			エピソードゼロ	2025/11/20
福丸小糸	シャニソン	4話			エピソードゼロ	2025/11/20
樋口円香	シャニソン	4話			エピソードゼロ	2025/11/20
浅倉透	シャニソン	4話			エピソードゼロ	2025/11/20
和泉愛依	シャニソン	4話			エピソードゼロ	2025/11/20
黛冬優子	シャニソン	4話			エピソードゼロ	2025/11/20
芹沢あさひ	シャニソン	4話			エピソードゼロ	2025/11/20
桑山千雪	シャニソン	4話			エピソードゼロ	2025/11/20
大崎甜花	シャニソン	4話			エピソードゼロ	2025/11/20
大崎甘奈	シャニソン	4話			エピソードゼロ	2025/11/20
有栖川夏葉	シャニソン	4話			エピソードゼロ	2025/11/20
杜野凛世	シャニソン	4話			エピソードゼロ	2025/11/20
西城樹里	シャニソン	4話			エピソードゼロ	2025/11/20
園田智代子	シャニソン	4話			エピソードゼロ	2025/11/20
小宮果穂	シャニソン	4話			エピソードゼロ	2025/11/20
幽谷霧子	シャニソン	4話			エピソードゼロ	2025/11/20
三峰結華	シャニソン	4話			エピソードゼロ	2025/11/20
白瀬咲耶	シャニソン	4話			エピソードゼロ	2025/11/20
田中摩美々	シャニソン	4話			エピソードゼロ	2025/11/20
月岡恋鐘	シャニソン	4話			エピソードゼロ	2025/11/20
八宮めぐる	シャニソン	4話			エピソードゼロ	2025/11/20
風野灯織	シャニソン	4話			エピソードゼロ	2025/11/20
櫻木真乃	シャニソン	4話			エピソードゼロ	2025/11/20
アルストロメリア	シャニソン	波間に声がきらめいて			イベント	2025/11/20
桑山千雪	シャニソン	P	星2	パーリング・ユー	恒常	2025/11/20
大崎甜花	シャニソン	P	星2	デコラティブ・エトランゼ	恒常	2025/11/20
大崎甘奈	シャニソン	P	星2	レースドアップ・マイディア	イベント	2025/11/20
大崎甘奈	シャニソン	S	SSR	beyond everything	限定	2025/11/20
西城樹里	シャニソン	P	星3	Sweetie! 思いのまま飾りつけ	誕生日	2025/11/26
斑鳩ルカ	シャニソン	P	星3	どこかを漂う輝きへ	限定	2025/11/30
田中摩美々	シャニソン	P	星3	いい子にも悪い子にも	限定	2025/11/30
コメティック	シャニソン	PLATINA ERRØR			イベント	2025/11/30
郁田はるき	シャニソン	P	星2	Prickly Love♥	恒常	2025/11/30
鈴木羽那	シャニソン	P	星2	大好きって　言ってるよ？	イベント	2025/11/30
斑鳩ルカ	シャニソン	P	星2	ある棘の詩	恒常	2025/11/30
斑鳩ルカ	シャニソン	S	SSR	漂流ブイ	限定	2025/11/30
田中摩美々	シャニソン	S	SSR	グリム＆グリーム	限定	2025/11/30
福丸小糸	シャニソン	S	SSR	ポインセチアのおくりもの	シーズン	2025/11/30
黛冬優子	シャニソン	P	星3	Sweetie! 舐めないで♡	誕生日	2025/12/04
浅倉透	シャニソン	P	星3	うつけものたちの画布	PJ: REFRAC7IONS	2025/12/10
幽谷霧子	シャニソン	P	星3	泡・沫・談・話	PJ: REFRAC7IONS	2025/12/10
Fumage	シャニソン	十瞬			イベント	2025/12/10
幽谷霧子	シャニソン	S	SSR	憧・憬・散・華	イベント	2025/12/10
杜野凛世	シャニソン	P	星3	さいわいいづる処	恒常	2025/12/20
杜野凛世	シャニソン	S	SSR	小箱に秘めたる	恒常	2025/12/20
郁田はるき	シャニソン	P	星2	真っ白から始めよう	限定	2025/12/24
鈴木羽那	シャニソン	P	星2	あたためてくれる？	限定	2025/12/24
斑鳩ルカ	シャニソン	P	星2	ほどける夜	限定	2025/12/24
緋田美琴	シャニソン	P	星2	Frosted breath	限定	2025/12/24
七草にちか	シャニソン	P	星2	おのが聖夜	限定	2025/12/24
市川雛菜	シャニソン	P	星2	きまぐれホワイト	限定	2025/12/24
福丸小糸	シャニソン	P	星2	ぬくもりこんこ	限定	2025/12/24
樋口円香	シャニソン	P	星2	霜寒の候、	限定	2025/12/24
浅倉透	シャニソン	P	星2	ゆけ、ホーリーナイ党	限定	2025/12/24
和泉愛依	シャニソン	P	星2	ほら、寒くないっしょ！	限定	2025/12/24
黛冬優子	シャニソン	P	星2	すてきな絵空事	限定	2025/12/24
芹沢あさひ	シャニソン	P	星2	きみが染める景色	限定	2025/12/24
桑山千雪	シャニソン	P	星2	結晶、熱く溶かして	限定	2025/12/24
大崎甜花	シャニソン	P	星2	聴こえる、ベルの音	限定	2025/12/24
大崎甘奈	シャニソン	P	星2	掌だけがあたたかく	限定	2025/12/24
有栖川夏葉	シャニソン	P	星2	ほほに触れる、ひとひら	限定	2025/12/24
杜野凛世	シャニソン	P	星2	凛と咲く華	限定	2025/12/24
西城樹里	シャニソン	P	星2	冬空からの便り	限定	2025/12/24
園田智代子	シャニソン	P	星2	ユキネノヨルの妖精便	限定	2025/12/24
小宮果穂	シャニソン	P	星2	しんしんしん	限定	2025/12/24
幽谷霧子	シャニソン	P	星2	ひとひらの勇気	限定	2025/12/24
三峰結華	シャニソン	P	星2	クリスマスのあったか峰	限定	2025/12/24
白瀬咲耶	シャニソン	P	星2	白銀の王国に嘘はない	限定	2025/12/24
田中摩美々	シャニソン	P	星2	ベルの音、気まぐれな罠	限定	2025/12/24
月岡恋鐘	シャニソン	P	星2	銀の月、からんからん	限定	2025/12/24
八宮めぐる	シャニソン	P	星2	ホットミルキーver.	限定	2025/12/24
